UserID,UserName,Age,Gender,Email,TotalCoursesEnrolled,UniqueCategoriesEnrolled,AverageCoursesPerCategory,EnrollmentFrequency,TotalSpending,AverageSpending,Cat_Artificial Intelligence,Cat_Business,Cat_Cybersecurity,Cat_Data Science,Cat_Design,Cat_Digital Marketing,Cat_Finance,Cat_Machine Learning,Cat_Marketing,Cat_Programming,Cat_Project Management,Cat_Web Development,Level_Advanced,Level_Beginner,Level_Intermediate,AverageCourseRating,DiversityScore,LearningDepthIndex,Cluster
U00426,xknox,21,Male,charleswilliams@yahoo.com,4,3,1.3333333333333333,0.9230769230769232,472.28,118.07,0,0,1,0,0,1,0,0,0,2,0,0,0,4,0,3.675,0.75,4.0,0
U00427,bernardsexton,29,Female,rjenkins@yahoo.com,16,9,1.7777777777777777,1.3793103448275863,1374.23,85.889375,3,0,0,2,2,2,1,0,1,1,3,1,5,6,5,3.033125,0.5625,1.0,1
U00428,stewartdiane,23,Male,kristylee@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.98,1.0,0.0,0
U00429,bmckay,23,Female,anthony19@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.1,1.0,0.0,0
U00430,mark51,27,Male,brianmontgomery@hotmail.com,1,1,1.0,30.0,487.92,487.92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.64,1.0,0.0,0
U00431,collinsjason,15,Female,ywalker@hotmail.com,1,1,1.0,30.0,487.92,487.92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.64,1.0,0.0,0
U00432,umiller,31,Male,petersendarren@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.79,1.0,0.0,0
U00433,elewis,32,Female,aaronevans@yahoo.com,1,1,1.0,30.0,276.37,276.37,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2.72,1.0,0.0,0
U00434,knightjake,22,Male,wfrank@outlook.com,1,1,1.0,30.0,177.34,177.34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.89,1.0,0.0,0
U00435,lgreene,34,Female,robertsjohnny@outlook.com,1,1,1.0,30.0,119.04,119.04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.75,1.0,0.0,0
U00436,hodgeserin,20,Female,lindsay44@hotmail.com,1,1,1.0,30.0,490.9,490.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.55,1.0,1.0,0
U00437,pricealexander,28,Male,andre59@hotmail.com,3,3,1.0,0.3146853146853147,0.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,1,2,0,3.6666666666666665,1.0,1.0,0
U00438,eric69,21,Male,angelagreen@gmail.com,14,10,1.4,1.5107913669064748,633.26,45.23285714285714,0,1,2,1,2,2,1,1,2,0,1,1,7,4,3,3.3907142857142856,0.7142857142857143,0.5,1
U00439,idiaz,31,Female,reedcourtney@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1.52,1.0,0.0,0
U00440,maxwellsmith,20,Female,leonardsolis@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.67,1.0,0.0,0
U00441,taylor92,19,Male,melanie66@hotmail.com,1,1,1.0,30.0,37.89,37.89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.3,1.0,0.0,0
U00442,umaldonado,21,Female,croberts@hotmail.com,1,1,1.0,30.0,285.05,285.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.96,1.0,1.0,0
U00443,desiree20,21,Female,xshelton@yahoo.com,2,2,1.0,1.6666666666666663,978.82,489.41,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,4.095,1.0,0.5,0
U00444,morrowmichael,15,Female,christopher38@outlook.com,13,10,1.3,1.3131313131313131,1568.18,120.62923076923076,1,2,0,3,1,1,0,1,1,1,1,1,7,2,4,3.770000000000001,0.7692307692307693,0.25,1
U00445,vlong,31,Female,micheal11@gmail.com,1,1,1.0,30.0,285.05,285.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.96,1.0,1.0,0
U00446,smithjack,19,Female,sandra71@yahoo.com,2,2,1.0,0.4545454545454546,53.86,26.93,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2.895,1.0,2.0,0
U00447,fwebb,23,Male,ryan98@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.02,1.0,0.0,0
U00448,smithjeffrey,27,Male,wilsonjeremy@outlook.com,3,2,1.5,0.4455445544554455,0.0,0.0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,2,3.8366666666666673,0.6666666666666666,1.0,0
U00449,brownkaren,33,Female,ambercruz@yahoo.com,14,10,1.4,1.3636363636363638,1328.04,94.86,1,1,1,2,0,1,1,2,2,0,2,1,5,5,4,2.9135714285714287,0.7142857142857143,0.8333333333333334,1
U00450,colemanroy,20,Male,lyonsjohn@outlook.com,12,7,1.7142857142857142,1.0909090909090908,1262.44,105.20333333333332,0,3,1,0,1,2,0,0,2,0,1,2,6,3,3,3.125,0.5833333333333334,0.4285714285714285,1
U00451,sabrinafoster,20,Male,erin09@outlook.com,1,1,1.0,30.0,248.1,248.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,1.0,1.0,0
U00452,williamsamy,23,Male,anthonyflynn@hotmail.com,3,3,1.0,0.548780487804878,57.32,19.106666666666666,0,0,0,0,0,0,1,0,1,0,0,1,3,0,0,3.706666666666667,1.0,0.0,0
U00453,jasmineowens,20,Male,brianpowell@gmail.com,1,1,1.0,30.0,490.9,490.9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4.55,1.0,1.0,0
U00454,lauralewis,28,Female,corey28@outlook.com,4,3,1.3333333333333333,0.4081632653061224,758.12,189.53,1,0,0,0,0,0,0,0,0,1,2,0,0,2,2,3.4775,0.75,2.0,0
U00455,angelica53,19,Male,sbutler@outlook.com,3,3,1.0,0.466321243523316,0.0,0.0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,3.24,1.0,2.0,0
U00456,bobbyfaulkner,24,Female,jpatel@gmail.com,2,2,1.0,0.4615384615384615,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2.58,1.0,1.0,0
U00457,amytaylor,34,Female,vmason@outlook.com,2,2,1.0,0.1840490797546012,37.89,18.945,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,3.045,1.0,0.0,0
U00458,zle,31,Female,gordonlawrence@gmail.com,4,4,1.0,1.142857142857143,207.27,51.8175,1,0,0,1,1,0,0,0,0,1,0,0,2,0,2,3.0325,1.0,0.0,0
U00459,andrewthomas,22,Male,efletcher@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,1.0,0.0,0
U00460,youngmike,24,Female,vingram@hotmail.com,2,2,1.0,0.2040816326530612,415.51,207.755,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3.38,1.0,1.0,0
U00461,kramerlogan,21,Female,wmills@hotmail.com,2,2,1.0,1.5384615384615383,490.9,245.45,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4.640000000000001,1.0,1.0,0
U00462,lmason,30,Male,coryhernandez@hotmail.com,2,2,1.0,0.1886792452830188,326.02,163.01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,3.74,1.0,0.0,0
U00463,smithryan,18,Female,johnstonbrandon@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,1.0,0.0,0
U00464,blakejoseph,25,Male,rogersdakota@hotmail.com,12,7,1.7142857142857142,1.0495626822157436,1024.06,85.33833333333332,1,0,2,2,4,0,1,1,1,0,0,0,3,5,4,2.8266666666666667,0.5833333333333334,1.25,1
U00465,garrettjenny,26,Male,leoncarolyn@outlook.com,1,1,1.0,30.0,0.78,0.78,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3.89,1.0,0.0,0
U00466,armstrongluis,32,Female,mackenzie76@hotmail.com,2,2,1.0,0.5607476635514018,212.39,106.195,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3.935,1.0,0.0,0
U00467,awalker,34,Male,kpineda@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.38,1.0,0.0,0
U00468,greeneaaron,19,Female,qgarcia@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.94,1.0,1.0,0
U00469,scott82,20,Female,justin81@gmail.com,2,2,1.0,0.9230769230769232,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1.9,1.0,0.5,0
U00470,antoniohanson,18,Female,williamschristopher@outlook.com,1,1,1.0,30.0,89.59,89.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.68,1.0,0.0,0
U00471,clopez,31,Female,yrodriguez@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.44,1.0,1.0,0
U00472,nhicks,22,Female,nmccoy@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.68,1.0,1.0,0
U00473,smithamanda,32,Female,zachary67@yahoo.com,3,3,1.0,0.3409090909090909,342.61,114.20333333333332,0,0,0,0,0,0,0,1,0,0,1,1,0,2,1,3.0966666666666662,1.0,2.0,0
U00474,renee73,31,Male,vegarachael@outlook.com,1,1,1.0,30.0,57.32,57.32,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.74,1.0,0.0,0
U00475,stevenwilliams,24,Male,adamsjames@hotmail.com,3,3,1.0,0.5056179775280899,604.36,201.45333333333332,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,2.4166666666666665,1.0,0.5,0
U00476,devin94,29,Female,jlutz@outlook.com,2,2,1.0,0.3191489361702128,276.37,138.185,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,2.155,1.0,0.0,0
U00477,jason69,19,Male,david15@outlook.com,1,1,1.0,30.0,37.89,37.89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.3,1.0,0.0,0
U00478,john69,30,Male,jessicajones@yahoo.com,2,2,1.0,1.0344827586206895,57.32,28.66,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,3.2350000000000003,1.0,0.0,0
U00479,cunninghamaaron,33,Male,suzanne77@gmail.com,2,2,1.0,0.3409090909090909,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,2.85,1.0,0.5,0
U00480,rnash,20,Female,leerachel@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.66,1.0,0.0,0
U00481,bakeranna,32,Female,brandy09@yahoo.com,1,1,1.0,30.0,326.02,326.02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.69,1.0,0.0,0
U00482,leewhite,33,Female,parksdan@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.66,1.0,0.0,0
U00483,weberhelen,22,Male,kyle52@gmail.com,1,1,1.0,30.0,487.92,487.92,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.64,1.0,0.0,0
U00484,wesleyfreeman,16,Male,ghicks@outlook.com,2,2,1.0,1.0909090909090908,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,2.725,1.0,0.0,0
U00485,garrettevans,29,Female,whitetimothy@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.68,1.0,1.0,0
U00486,coryalvarado,21,Female,diazjamie@yahoo.com,2,2,1.0,0.2803738317757009,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,4.09,1.0,0.0,0
U00487,kayla77,15,Female,alvaradoronald@hotmail.com,2,1,2.0,4.615384615384616,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,3.335,0.5,1.0,0
U00488,barbara10,20,Male,dominic07@hotmail.com,2,2,1.0,0.3550295857988165,119.04,59.52,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,2.68,1.0,0.0,0
U00489,aguirrejessica,18,Male,lindsey98@hotmail.com,3,3,1.0,0.3673469387755101,448.12,149.3733333333333,0,0,1,0,0,0,1,1,0,0,0,0,0,2,1,1.65,1.0,2.0,0
U00490,smithjody,33,Male,andrewmiller@gmail.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15,1.0,0.0,0
U00491,brianna74,20,Male,vjackson@gmail.com,1,1,1.0,30.0,394.26,394.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1.35,1.0,0.0,0
U00492,billy39,20,Female,smithchristine@gmail.com,1,1,1.0,30.0,177.34,177.34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.89,1.0,0.0,0
U00493,rioschristina,30,Male,patricia26@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,1.0,0.0,0
U00494,joel15,26,Male,iwalker@yahoo.com,13,10,1.3,1.089385474860335,1007.0,77.46153846153847,2,1,1,0,1,1,0,1,2,2,1,1,6,4,3,3.180769230769231,0.7692307692307693,0.5714285714285714,1
U00495,johnsonchristina,35,Female,tara89@yahoo.com,2,2,1.0,0.2390438247011952,285.05,142.525,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3.235,1.0,2.0,0
U00496,clarktonya,29,Female,kristine00@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.38,1.0,0.0,0
U00497,cmclean,21,Female,christyevans@outlook.com,3,2,1.5,0.4761904761904761,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,2,0,3,0,3.053333333333333,0.6666666666666666,3.0,0
U00498,sheri69,20,Female,omassey@hotmail.com,3,3,1.0,0.4918032786885246,0.0,0.0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,4.073333333333333,1.0,0.0,0
U00499,keith86,21,Male,moseschristopher@gmail.com,1,1,1.0,30.0,415.51,415.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.11,1.0,0.0,0
U00500,frederick07,16,Female,robert76@outlook.com,2,2,1.0,0.3448275862068966,590.71,295.355,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3.02,1.0,1.0,0
U00501,andersonkathy,26,Female,jacobglenn@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3.93,1.0,0.0,0
U00502,reynoldserin,22,Female,tiffany72@hotmail.com,2,2,1.0,2.7272727272727275,0.78,0.39,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3.87,1.0,0.5,0
U00503,robinsonmargaret,15,Male,annette75@gmail.com,2,2,1.0,2.608695652173913,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,4.475,1.0,2.0,0
U00504,cantrellscott,16,Male,eric29@yahoo.com,2,2,1.0,0.4195804195804196,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,3.625,1.0,1.0,0
U00505,mcleanchris,17,Male,jacqueline78@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.1,1.0,0.0,0
U00506,aliciagiles,33,Female,gomezcarla@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6,1.0,0.0,0
U00507,nichole08,15,Male,lukelove@yahoo.com,2,2,1.0,0.8571428571428571,177.34,88.67,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,3.455,1.0,0.0,0
U00508,dalesmith,28,Female,thomaskenneth@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.44,1.0,1.0,0
U00509,alexandereaton,20,Female,qmurphy@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.14,1.0,1.0,0
U00510,noblechristy,15,Male,rgarza@outlook.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1.0,0.0,0
U00511,becky57,28,Male,jacobcollins@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.98,1.0,0.0,0
U00512,joshua36,22,Male,elizabeththomas@gmail.com,2,2,1.0,0.7407407407407407,326.02,163.01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2.14,1.0,0.0,0
U00513,kcoleman,25,Male,jacksoncynthia@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4.44,1.0,1.0,0
U00514,tammysmall,30,Female,mariaryan@outlook.com,3,2,1.5,0.409090909090909,589.96,196.6533333333333,0,0,0,1,0,0,0,0,0,2,0,0,1,2,0,3.3966666666666665,0.6666666666666666,1.0,0
U00515,martinbrian,19,Female,jconway@gmail.com,2,2,1.0,0.5607476635514018,0.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,3.085,1.0,0.0,0
U00516,charles14,33,Female,kristenrobinson@outlook.com,1,1,1.0,30.0,177.34,177.34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.89,1.0,0.0,0
U00517,rachelsmith,22,Female,cody45@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6,1.0,0.0,0
U00518,jasonlara,20,Female,kirkmichelle@outlook.com,1,1,1.0,30.0,415.51,415.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.11,1.0,0.0,0
U00519,phaynes,27,Female,hernandezshawn@gmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6,1.0,0.0,0
U00520,tammy29,29,Male,cpineda@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.6,1.0,0.0,0
U00521,amanda69,26,Female,mramirez@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.81,1.0,0.0,0
U00522,qbrooks,21,Male,brandon68@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.68,1.0,1.0,0
U00523,crystal86,31,Male,toddwilson@outlook.com,1,1,1.0,30.0,342.61,342.61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4.84,1.0,0.0,0
U00524,knighthector,24,Male,williamsjames@yahoo.com,2,1,2.0,0.3703703703703703,119.04,59.52,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,3.445,0.5,1.0,0
U00525,victor26,31,Male,corybrady@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4.66,1.0,0.0,0
U00526,dunndeborah,24,Male,dudleyaaron@outlook.com,1,1,1.0,30.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.64,1.0,1.0,0
U00527,moralesmatthew,18,Male,kevinhayden@gmail.com,2,2,1.0,0.3658536585365853,0.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,3.82,1.0,0.0,0
U00528,wwebb,26,Female,mmatthews@hotmail.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.28,1.0,1.0,0
U00529,tharper,25,Male,dustinsmith@yahoo.com,2,2,1.0,0.5309734513274336,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.105,1.0,0.5,0
U00530,wilsonjeanne,35,Female,lisajuarez@yahoo.com,1,1,1.0,30.0,53.86,53.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.47,1.0,1.0,0
U00531,hannahking,24,Male,william89@outlook.com,2,2,1.0,0.3191489361702128,394.26,197.13,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,2.8950000000000005,1.0,1.0,0
U00532,spencerjennifer,15,Female,walkerheather@gmail.com,1,1,1.0,30.0,472.28,472.28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.74,1.0,1.0,0
U00533,brandonfuller,29,Male,roberttaylor@outlook.com,2,2,1.0,0.4918032786885246,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,3.665,1.0,0.0,0
U00534,michellestone,27,Female,llopez@outlook.com,4,4,1.0,0.3908794788273615,177.34,44.335,0,0,0,0,0,1,0,1,1,0,0,1,2,2,0,2.83,1.0,0.6666666666666666,0
U00535,rodriguezryan,23,Male,ffoster@yahoo.com,2,2,1.0,3.1578947368421053,415.51,207.755,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3.52,1.0,0.0,0
U00536,lukewilliams,35,Female,wardallison@yahoo.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.45,1.0,0.0,0
U00537,opatterson,25,Female,gmartin@outlook.com,2,2,1.0,0.310880829015544,346.71,173.355,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,3.01,1.0,0.0,0
U00538,salinasthomas,20,Male,angelawarren@outlook.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15,1.0,0.0,0
U00539,jennifer10,25,Male,george03@yahoo.com,1,1,1.0,30.0,299.57,299.57,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.74,1.0,1.0,0
U00540,james88,15,Male,mjohnson@outlook.com,1,1,1.0,30.0,53.86,53.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.47,1.0,1.0,0
U00541,dhill,19,Male,michaela09@hotmail.com,3,3,1.0,0.6040268456375839,330.07,110.02333333333333,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,3.39,1.0,0.0,0
U00542,ericjones,32,Male,staceysullivan@outlook.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15,1.0,0.0,0
U00543,broberts,18,Female,leryan@hotmail.com,13,10,1.3,1.238095238095238,1371.22,105.47846153846154,2,0,1,1,0,2,1,1,1,1,2,1,2,5,6,2.907692307692308,0.7692307692307693,1.6666666666666667,1
U00544,williamskaren,30,Male,gonzalesjoseph@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.85,1.0,1.0,0
U00545,bryandavis,18,Female,sandra89@gmail.com,1,1,1.0,30.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.64,1.0,1.0,0
U00546,nathanstevenson,25,Male,pfields@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4.1,1.0,0.0,0
U00547,loganthomas,19,Female,irowe@gmail.com,1,1,1.0,30.0,177.34,177.34,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.89,1.0,0.0,0
U00548,vanessa32,32,Female,tinamiller@yahoo.com,14,9,1.5555555555555556,1.4946619217081851,1922.05,137.2892857142857,1,3,3,1,0,1,2,1,1,0,1,0,6,3,5,2.8528571428571428,0.6428571428571429,0.4285714285714285,1
U00549,andrea24,17,Female,tatebrian@outlook.com,1,1,1.0,30.0,53.86,53.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.47,1.0,1.0,0
U00550,gwyatt,17,Male,jonathan11@yahoo.com,2,2,1.0,1.7142857142857142,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2.64,1.0,0.0,0
U00551,harveybenjamin,35,Male,elaine58@gmail.com,4,4,1.0,1.8461538461538465,234.66,58.665,0,0,0,1,0,1,1,0,0,0,0,1,2,2,0,4.105,1.0,0.6666666666666666,0
U00552,nicholastorres,30,Female,shortbeverly@yahoo.com,2,2,1.0,0.2479338842975206,0.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2.005,1.0,2.0,0
U00553,whiteheadhoward,15,Male,sarah35@hotmail.com,2,2,1.0,1.7142857142857142,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,3.225,1.0,0.0,0
U00554,tlopez,18,Male,williamball@gmail.com,1,1,1.0,30.0,285.05,285.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.96,1.0,1.0,0
U00555,rodriguezaudrey,17,Female,scottbarr@yahoo.com,1,1,1.0,30.0,415.51,415.51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.11,1.0,0.0,0
U00556,martinezkenneth,25,Female,michael48@hotmail.com,14,9,1.5555555555555556,1.1764705882352942,1315.72,93.98,2,0,1,1,3,0,0,2,1,2,1,1,6,8,0,3.281428571428571,0.6428571428571429,1.1428571428571428,1
U00557,kross,31,Male,carolyn55@gmail.com,2,2,1.0,1.0344827586206895,0.78,0.39,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,4.34,1.0,0.0,0
U00558,kimberlymoore,32,Male,sharonsmith@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4.14,1.0,1.0,0
U00559,jonathanmendoza,20,Male,mark39@gmail.com,11,9,1.2222222222222223,1.153846153846154,719.21,65.38272727272728,2,0,1,2,1,1,1,1,1,0,0,1,4,6,1,2.517272727272728,0.8181818181818182,1.2,1
U00560,danielle56,32,Male,baileymoran@outlook.com,2,2,1.0,6.666666666666666,790.47,395.235,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4.145,1.0,2.0,0
U00561,perryterry,33,Male,benjamin16@outlook.com,1,1,1.0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.68,1.0,1.0,0
U00562,douglasbright,23,Female,michelle98@gmail.com,15,10,1.5,1.4285714285714284,1598.45,106.56333333333332,1,1,1,1,0,2,3,1,0,1,2,2,7,6,2,2.486,0.6666666666666666,0.75,1
U00563,jacksonchristopher,31,Female,willie43@outlook.com,2,2,1.0,0.6060606060606061,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,3.22,1.0,0.5,0
U00564,nkeller,15,Male,amahoney@gmail.com,1,1,1.0,30.0,53.86,53.86,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.47,1.0,1.0,0
U00565,teresabell,28,Male,kempsharon@outlook.com,2,2,1.0,0.297029702970297,248.1,124.05,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1.67,1.0,2.0,0
U00566,zrowland,31,Male,crystal11@gmail.com,2,2,1.0,0.2955665024630542,0.78,0.39,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,4.275,1.0,0.0,0
U00567,edeleon,20,Male,mendezjonathan@hotmail.com,1,1,1.0,30.0,285.05,285.05,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1.96,1.0,1.0,0
U00568,lmorris,16,Female,michelleshepherd@outlook.com,1,1,1.0,30.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3.15,1.0,0.0,0
